"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
45,"No","Travel_Rarely",1479,"Research & Development",7,3,"Life Sciences",2239,4,"Female",50,1,2,"Sales Representative",4,"Divorced",1514,18079,7,"No",18,3,1,0,6,2,4,10,2,0,6
32,"No","Travel_Frequently",217,"Research & Development",2,1,"Life Sciences",2240,4,"Female",85,3,2,"Research Scientist",4,"Single",9094,10261,1,"No",12,4,3,1,13,2,2,5,9,1,10
28,"No","Non-Travel",928,"Research & Development",14,4,"Life Sciences",2241,3,"Female",44,3,3,"Laboratory Technician",2,"Married",8938,3427,3,"Yes",24,3,1,1,20,3,3,3,2,1,2
34,"No","Travel_Frequently",342,"Research & Development",7,4,"Life Sciences",2242,2,"Male",78,3,3,"Research Scientist",2,"Married",2373,25150,1,"No",17,3,2,1,10,2,3,13,0,0,6
32,"No","Travel_Rarely",1147,"Research & Development",2,1,"Life Sciences",2243,4,"Male",65,3,1,"Sales Representative",4,"Married",9613,26841,2,"No",12,3,2,1,6,2,2,5,3,12,3
32,"No","Travel_Frequently",116,"Sales",1,3,"Life Sciences",2244,3,"Male",52,3,4,"Research Scientist",4,"Single",2293,26427,0,"No",18,4,4,0,25,2,4,2,7,12,2
29,"No","Travel_Frequently",1092,"Research & Development",2,4,"Life Sciences",2245,4,"Male",39,3,3,"Sales Executive",4,"Married",2977,16143,1,"No",17,3,4,0,10,3,3,7,0,0,2
36,"Yes","Travel_Rarely",971,"Research & Development",7,1,"Marketing",2246,4,"Male",98,3,1,"Sales Executive",2,"Married",5715,18079,1,"Yes",11,3,1,1,10,1,3,19,8,11,6
36,"No","Travel_Rarely",871,"Research & Development",19,2,"Life Sciences",2247,1,"Male",78,3,1,"Research Scientist",4,"Married",6142,14363,1,"Yes",22,3,4,2,2,5,2,2,7,1,7
38,"Yes","Travel_Rarely",638,"Research & Development",29,1,"Life Sciences",2248,4,"Female",74,4,1,"Sales Executive",3,"Married",5770,15919,0,"No",13,3,1,3,22,2,3,1,6,1,0
35,"Yes","Non-Travel",1368,"Sales",16,4,"Medical",2249,2,"Male",46,2,1,"Sales Representative",4,"Single",5163,6179,0,"No",14,3,3,1,23,3,3,13,2,0,4
50,"No","Travel_Rarely",1271,"Research & Development",1,3,"Technical Degree",2250,3,"Female",38,2,2,"Sales Executive",3,"Married",5381,21923,1,"No",16,3,2,1,10,2,2,6,1,12,2
26,"Yes","Travel_Rarely",373,"Research & Development",8,3,"Medical",2251,2,"Male",98,4,1,"Manufacturing Director",4,"Married",4400,26703,0,"No",14,3,3,2,17,3,2,5,2,1,7
55,"No","Travel_Rarely",930,"Research & Development",7,4,"Life Sciences",2252,3,"Male",96,3,1,"Sales Representative",3,"Married",18200,4605,3,"No",15,3,3,0,24,3,3,4,2,6,4
31,"No","Travel_Rarely",1001,"Sales",1,4,"Life Sciences",2253,3,"Male",66,2,2,"Healthcare Representative",2,"Married",3230,24152,1,"Yes",14,3,4,0,20,2,3,10,7,4,9
33,"Yes","Travel_Rarely",371,"Sales",7,2,"Life Sciences",2254,2,"Female",95,2,1,"Manager",2,"Divorced",6673,12858,4,"No",16,3,2,1,7,3,3,1,3,9,7
19,"No","Travel_Rarely",692,"Research & Development",8,1,"Human Resources",2255,4,"Female",96,2,3,"Research Scientist",3,"Single",2837,5615,1,"No",19,4,3,1,30,2,4,1,7,0,6
29,"No","Travel_Frequently",469,"Sales",26,4,"Life Sciences",2256,4,"Male",51,3,2,"Research Scientist",3,"Single",3919,7975,3,"No",19,4,4,1,6,2,4,10,1,3,2
35,"No","Travel_Frequently",1179,"Research & Development",21,3,"Life Sciences",2257,3,"Male",78,2,1,"Sales Executive",3,"Married",6513,9396,0,"Yes",13,3,1,1,10,3,2,2,7,1,0
45,"No","Travel_Rarely",495,"Research & Development",18,1,"Other",2258,3,"Female",42,3,1,"Laboratory Technician",3,"Divorced",5380,18235,1,"Yes",23,3,2,1,9,3,1,2,0,1,6
55,"No","Travel_Frequently",688,"Sales",6,2,"Life Sciences",2259,4,"Female",85,3,5,"Sales Representative",3,"Married",9985,11912,0,"No",12,3,2,1,27,5,3,4,9,0,3
35,"No","Travel_Rarely",309,"Research & Development",1,1,"Life Sciences",2260,4,"Male",38,3,3,"Laboratory Technician",4,"Divorced",4477,6069,2,"No",12,3,2,0,15,2,3,10,7,0,8
34,"No","Travel_Rarely",342,"Research & Development",2,2,"Marketing",2261,2,"Female",56,3,2,"Research Director",1,"Single",2109,6393,0,"Yes",12,3,3,0,1,2,2,2,0,1,8
36,"No","Travel_Rarely",937,"Sales",1,4,"Life Sciences",2262,3,"Female",86,2,3,"Sales Executive",1,"Divorced",3833,11179,1,"No",16,3,2,1,3,2,3,9,7,0,17
42,"No","Non-Travel",240,"Research & Development",29,4,"Medical",2263,2,"Female",94,3,1,"Sales Executive",4,"Married",19237,5594,3,"No",15,3,2,0,10,3,2,3,10,1,3
28,"No","Travel_Rarely",117,"Sales",1,4,"Life Sciences",2264,2,"Male",62,3,1,"Manager",1,"Single",10248,8952,1,"Yes",22,3,1,1,1,2,3,10,1,1,1
23,"No","Travel_Rarely",311,"Sales",2,4,"Other",2265,1,"Male",85,3,1,"Laboratory Technician",4,"Divorced",5204,21082,1,"No",12,3,3,0,7,3,3,15,6,1,3
35,"No","Travel_Rarely",647,"Research & Development",4,3,"Medical",2266,2,"Female",33,3,2,"Research Scientist",4,"Married",5337,5747,0,"No",24,3,2,0,7,2,2,7,7,1,4
55,"No","Travel_Rarely",574,"Sales",1,3,"Marketing",2267,4,"Female",98,2,3,"Research Scientist",1,"Married",4741,5549,1,"No",24,3,1,0,36,3,3,5,4,0,0
25,"No","Travel_Rarely",1362,"Research & Development",19,1,"Life Sciences",2268,1,"Male",42,3,2,"Sales Executive",2,"Married",8633,19562,7,"No",12,3,3,0,10,1,3,3,5,7,7
38,"No","Travel_Rarely",1199,"Research & Development",3,4,"Life Sciences",2269,1,"Male",92,3,1,"Healthcare Representative",4,"Married",7756,24447,1,"No",11,3,3,1,12,2,3,14,8,11,1
34,"No","Travel_Rarely",511,"Research & Development",1,2,"Life Sciences",2270,4,"Male",42,4,2,"Research Scientist",4,"Married",4877,13493,2,"No",13,4,1,2,32,2,2,7,3,0,3
45,"No","Travel_Rarely",868,"Research & Development",2,4,"Technical Degree",2271,4,"Male",36,3,4,"Research Scientist",3,"Divorced",5257,6881,7,"Yes",25,3,4,0,17,2,2,14,4,0,5
35,"No","Non-Travel",1329,"Sales",23,4,"Medical",2272,3,"Male",54,3,2,"Sales Executive",3,"Divorced",10231,22656,1,"No",11,4,3,0,5,2,3,8,8,5,8
26,"No","Travel_Rarely",199,"Sales",29,2,"Life Sciences",2273,3,"Male",57,3,5,"Manufacturing Director",4,"Single",2307,21437,6,"Yes",23,3,3,0,23,2,2,8,7,6,8
32,"No","Travel_Rarely",1377,"Research & Development",3,4,"Life Sciences",2274,2,"Male",84,4,3,"Laboratory Technician",1,"Married",3407,9192,1,"Yes",15,3,4,0,8,4,2,12,3,0,2
33,"No","Travel_Rarely",866,"Sales",2,4,"Other",2275,4,"Male",69,2,5,"Research Director",4,"Married",5070,4821,9,"No",22,3,4,0,7,1,3,2,9,7,7
43,"No","Travel_Frequently",391,"Research & Development",7,4,"Technical Degree",2276,4,"Female",84,3,2,"Manager",1,"Single",3929,16376,1,"No",12,3,4,0,8,2,3,3,7,5,2
50,"Yes","Travel_Frequently",509,"Sales",9,3,"Life Sciences",2277,2,"Female",41,2,1,"Manager",1,"Single",6804,26062,9,"Yes",13,3,3,0,15,5,4,1,4,0,0
19,"No","Travel_Rarely",1102,"Research & Development",1,3,"Life Sciences",2278,1,"Female",36,3,3,"Human Resources",1,"Single",6029,23844,6,"No",21,3,3,1,16,3,3,4,11,1,7
31,"No","Travel_Frequently",928,"Research & Development",7,4,"Life Sciences",2279,3,"Male",32,3,2,"Research Scientist",4,"Married",5914,14590,1,"Yes",16,4,3,1,3,3,3,10,3,0,2
41,"No","Travel_Rarely",350,"Sales",5,3,"Life Sciences",2280,2,"Male",57,2,3,"Research Scientist",4,"Married",4771,20689,5,"Yes",15,3,4,2,15,2,3,12,8,0,12
41,"No","Travel_Rarely",489,"Sales",4,2,"Life Sciences",2281,2,"Female",36,2,2,"Human Resources",2,"Divorced",2323,24117,0,"Yes",13,3,4,2,10,3,3,3,0,1,2
35,"No","Travel_Rarely",232,"Research & Development",18,4,"Life Sciences",2282,4,"Male",40,3,5,"Laboratory Technician",3,"Single",2058,24450,1,"Yes",14,4,2,2,9,1,3,9,9,1,0
28,"No","Travel_Rarely",1336,"Sales",1,3,"Life Sciences",2283,3,"Male",86,3,1,"Laboratory Technician",2,"Married",4787,6039,7,"Yes",18,3,3,0,10,3,4,16,8,1,7
53,"No","Travel_Rarely",950,"Research & Development",10,3,"Life Sciences",2284,1,"Female",33,3,2,"Research Scientist",3,"Single",2933,3335,8,"No",12,4,4,1,6,3,3,3,4,5,4
30,"No","Travel_Frequently",929,"Human Resources",8,4,"Life Sciences",2285,3,"Male",64,2,1,"Sales Executive",4,"Married",4306,8489,8,"Yes",12,4,1,1,5,2,3,6,7,1,7
35,"No","Travel_Rarely",840,"Sales",9,3,"Medical",2286,3,"Female",98,3,1,"Laboratory Technician",2,"Single",3057,10333,0,"No",12,3,2,1,21,2,2,9,0,0,3
21,"No","Travel_Rarely",1126,"Research & Development",7,2,"Life Sciences",2287,4,"Female",69,3,1,"Sales Executive",3,"Single",5406,15986,1,"No",15,3,3,0,2,2,3,5,0,0,1
35,"No","Travel_Frequently",147,"Research & Development",20,3,"Other",2288,3,"Male",98,3,2,"Manufacturing Director",1,"Single",4898,23428,1,"No",22,3,4,0,19,2,3,8,1,1,0
46,"No","Non-Travel",561,"Research & Development",12,3,"Medical",2289,4,"Female",73,2,4,"Manager",3,"Married",10482,6319,0,"No",18,3,1,1,7,2,3,1,0,1,0
29,"Yes","Travel_Frequently",1174,"Sales",1,2,"Life Sciences",2290,1,"Male",54,3,1,"Laboratory Technician",4,"Single",7143,10074,4,"No",19,4,1,1,9,4,2,10,2,1,5
50,"Yes","Non-Travel",796,"Research & Development",2,4,"Medical",2291,4,"Male",85,3,1,"Laboratory Technician",4,"Married",1102,17736,3,"No",23,3,3,0,1,3,3,10,10,2,4
33,"No","Travel_Rarely",854,"Research & Development",2,4,"Medical",2292,4,"Female",87,3,2,"Research Scientist",3,"Married",8686,5747,6,"No",12,3,4,0,3,3,3,5,2,0,0
32,"No","Travel_Frequently",458,"Sales",7,2,"Medical",2293,3,"Male",41,3,1,"Manufacturing Director",3,"Married",13503,9687,1,"Yes",20,3,1,2,16,5,2,17,2,1,2
42,"No","Travel_Frequently",1127,"Research & Development",10,1,"Life Sciences",2294,1,"Female",70,3,2,"Sales Executive",3,"Single",4599,24456,8,"Yes",14,3,3,2,36,6,4,10,2,3,7
45,"No","Non-Travel",756,"Research & Development",11,4,"Medical",2295,4,"Male",48,2,2,"Research Scientist",4,"Single",5070,26283,3,"No",13,3,3,1,15,5,1,7,3,7,2
28,"No","Travel_Frequently",1396,"Research & Development",8,3,"Technical Degree",2296,4,"Male",95,1,1,"Research Scientist",3,"Married",13320,13008,3,"No",12,3,4,0,26,5,3,9,2,0,2
35,"No","Travel_Frequently",1223,"Research & Development",2,3,"Human Resources",2297,3,"Female",53,2,2,"Research Scientist",2,"Single",10448,4658,0,"No",14,3,4,3,13,2,3,9,2,1,0
35,"No","Travel_Rarely",294,"Sales",1,3,"Medical",2298,3,"Female",54,3,3,"Research Scientist",1,"Married",9888,5518,1,"No",15,3,4,0,14,3,3,10,2,2,2
53,"Yes","Travel_Rarely",1218,"Research & Development",26,5,"Life Sciences",2299,4,"Male",76,3,2,"Research Scientist",4,"Divorced",16792,4910,8,"Yes",17,3,3,0,12,2,1,5,2,4,2
40,"No","Travel_Rarely",657,"Sales",2,3,"Marketing",2300,3,"Female",38,3,1,"Laboratory Technician",3,"Divorced",10096,23914,1,"No",12,3,3,0,21,2,3,3,2,2,3
26,"No","Travel_Rarely",1207,"Research & Development",9,3,"Life Sciences",2301,4,"Female",32,4,3,"Research Scientist",4,"Married",5033,18079,2,"No",13,3,3,1,19,3,3,6,0,0,1
22,"No","Travel_Rarely",330,"Sales",16,2,"Life Sciences",2302,3,"Female",43,3,1,"Research Scientist",3,"Married",5488,12287,2,"No",17,3,4,1,21,2,3,3,14,7,0
56,"No","Travel_Rarely",213,"Research & Development",9,4,"Technical Degree",2303,2,"Male",67,3,1,"Manager",3,"Single",6652,11912,2,"No",15,3,4,2,20,2,3,2,9,0,4
33,"No","Non-Travel",523,"Sales",14,4,"Life Sciences",2304,2,"Male",80,2,5,"Sales Executive",1,"Divorced",6261,14864,6,"No",18,3,2,0,15,2,3,9,2,1,8
49,"No","Travel_Rarely",1001,"Research & Development",4,4,"Medical",2305,4,"Male",49,3,2,"Human Resources",2,"Married",19141,3156,3,"No",17,3,3,0,9,2,2,1,3,15,3
51,"No","Travel_Rarely",1256,"Research & Development",16,4,"Medical",2306,4,"Female",98,3,2,"Sales Representative",1,"Married",4682,26496,1,"No",14,3,1,0,10,2,3,5,14,4,2
45,"No","Travel_Frequently",506,"Sales",1,1,"Life Sciences",2307,4,"Male",52,2,2,"Sales Executive",1,"Single",12490,21457,6,"Yes",14,3,3,0,4,2,2,3,8,1,5
30,"No","Travel_Rarely",470,"Sales",1,3,"Life Sciences",2308,1,"Male",38,2,1,"Laboratory Technician",4,"Married",12936,17519,1,"No",14,3,3,2,1,2,4,5,4,8,3
40,"No","Travel_Frequently",793,"Sales",25,3,"Life Sciences",2309,4,"Male",51,3,3,"Laboratory Technician",2,"Married",10976,24835,3,"No",15,3,2,0,10,2,1,5,2,1,7
45,"No","Travel_Frequently",1398,"Sales",4,1,"Life Sciences",2310,3,"Female",47,3,2,"Sales Representative",1,"Married",5220,19384,4,"No",14,3,2,2,4,2,1,10,0,1,3
42,"Yes","Non-Travel",482,"Sales",3,3,"Life Sciences",2311,2,"Female",58,4,2,"Sales Executive",2,"Single",5747,4488,4,"Yes",23,3,3,3,9,2,3,6,4,7,2
40,"Yes","Travel_Rarely",986,"Sales",1,4,"Life Sciences",2312,4,"Female",44,2,3,"Laboratory Technician",3,"Married",2115,21624,2,"No",14,3,3,0,7,3,3,2,0,1,2
18,"No","Travel_Rarely",1141,"Sales",3,3,"Life Sciences",2313,4,"Male",78,2,3,"Laboratory Technician",3,"Single",5253,13402,2,"Yes",12,3,3,0,7,3,3,1,4,0,2
18,"No","Travel_Frequently",1313,"Sales",29,4,"Life Sciences",2314,3,"Male",69,3,2,"Manager",2,"Married",4025,11983,2,"Yes",14,3,1,1,6,4,3,2,7,0,7
27,"Yes","Travel_Rarely",1054,"Research & Development",2,4,"Life Sciences",2315,3,"Male",66,2,2,"Healthcare Representative",3,"Divorced",5228,5640,5,"Yes",11,3,3,1,9,1,4,5,0,0,6
28,"No","Travel_Rarely",728,"Sales",1,4,"Life Sciences",2316,3,"Male",50,3,2,"Laboratory Technician",1,"Single",10445,18437,1,"No",13,3,4,1,1,2,3,8,2,0,2
36,"No","Travel_Rarely",959,"Sales",26,4,"Life Sciences",2317,3,"Female",77,3,2,"Healthcare Representative",1,"Married",4930,10675,1,"No",19,3,2,3,5,2,4,0,2,0,7
31,"No","Travel_Frequently",802,"Research & Development",7,1,"Life Sciences",2318,3,"Male",60,4,3,"Manager",1,"Married",3306,7288,2,"No",14,3,4,1,5,3,2,16,9,0,3
60,"No","Travel_Rarely",937,"Human Resources",10,4,"Life Sciences",2319,3,"Female",80,3,2,"Research Scientist",3,"Divorced",2389,19002,1,"No",20,4,2,0,8,2,2,18,3,2,9
22,"No","Travel_Rarely",802,"Research & Development",21,3,"Medical",2320,3,"Male",35,3,2,"Manager",4,"Divorced",5093,3335,1,"No",21,4,4,1,6,6,2,0,7,3,2
37,"No","Travel_Rarely",796,"Research & Development",26,3,"Life Sciences",2321,3,"Female",66,3,4,"Research Scientist",4,"Divorced",4717,9541,2,"No",14,3,4,0,31,2,3,1,7,11,3
34,"No","Travel_Rarely",783,"Sales",4,4,"Technical Degree",2322,4,"Male",82,2,1,"Sales Executive",1,"Divorced",2561,13430,3,"No",17,3,3,1,14,5,3,3,7,0,10
35,"No","Travel_Frequently",381,"Research & Development",5,4,"Life Sciences",2323,3,"Female",67,2,2,"Sales Executive",3,"Divorced",8268,20260,1,"Yes",22,3,1,1,1,2,3,14,0,0,4
34,"No","Travel_Rarely",933,"Sales",6,3,"Medical",2324,2,"Female",52,3,2,"Sales Executive",4,"Married",2074,25725,9,"Yes",13,3,4,0,33,2,2,1,2,1,2
28,"No","Travel_Rarely",688,"Research & Development",1,2,"Medical",2325,3,"Male",57,2,1,"Sales Executive",4,"Divorced",19392,23343,0,"No",13,3,1,0,4,3,3,0,0,0,0
34,"Yes","Non-Travel",430,"Research & Development",3,4,"Life Sciences",2326,3,"Female",98,4,3,"Sales Executive",3,"Married",5154,15815,1,"No",23,3,4,0,9,3,3,8,0,0,2
38,"No","Non-Travel",802,"Research & Development",20,4,"Life Sciences",2327,3,"Female",53,2,3,"Laboratory Technician",4,"Single",4385,7858,3,"Yes",21,3,4,0,9,6,3,21,7,0,1
29,"No","Travel_Rarely",593,"Research & Development",2,3,"Life Sciences",2328,2,"Female",61,2,1,"Sales Representative",4,"Single",11631,3129,3,"Yes",13,3,2,0,21,3,1,2,0,0,2
31,"No","Travel_Rarely",1469,"Research & Development",19,3,"Life Sciences",2329,4,"Female",63,4,2,"Sales Representative",3,"Married",4907,5982,4,"Yes",12,3,3,0,10,2,2,15,15,5,7
34,"No","Travel_Rarely",986,"Research & Development",6,1,"Life Sciences",2330,2,"Female",48,3,1,"Manager",4,"Single",4381,22074,1,"Yes",11,3,4,1,3,3,3,10,0,14,11
26,"No","Travel_Frequently",428,"Research & Development",24,3,"Technical Degree",2331,2,"Female",35,2,2,"Manager",1,"Single",4663,19737,9,"No",14,4,2,3,3,5,3,6,11,0,0
39,"Yes","Travel_Rarely",969,"Sales",14,2,"Life Sciences",2332,3,"Male",100,3,1,"Human Resources",3,"Married",17328,12947,1,"No",14,3,3,0,7,2,3,5,9,0,3
54,"No","Travel_Rarely",616,"Sales",2,4,"Life Sciences",2333,2,"Male",42,4,1,"Sales Executive",4,"Married",11836,13493,0,"No",15,3,3,1,9,2,4,23,8,2,8
56,"No","Travel_Rarely",1449,"Research & Development",9,2,"Life Sciences",2334,3,"Male",80,3,4,"Research Scientist",1,"Divorced",6833,18697,3,"No",11,3,2,2,6,2,2,5,7,0,0
39,"No","Travel_Frequently",799,"Sales",8,5,"Medical",2335,4,"Male",100,3,2,"Laboratory Technician",2,"Divorced",2619,10675,0,"Yes",19,3,1,1,10,3,2,5,3,11,3
27,"No","Travel_Frequently",750,"Research & Development",9,1,"Life Sciences",2336,2,"Male",73,3,2,"Research Scientist",4,"Divorced",4422,13422,1,"Yes",23,3,1,3,5,5,3,2,3,3,0
39,"No","Travel_Rarely",802,"Research & Development",8,2,"Medical",2337,4,"Female",91,3,2,"Research Scientist",3,"Divorced",12936,19124,4,"No",12,3,3,3,23,2,3,13,2,1,7
35,"No","Travel_Rarely",1168,"Sales",2,2,"Life Sciences",2338,2,"Male",44,3,4,"Healthcare Representative",2,"Divorced",7861,18115,3,"Yes",14,3,4,1,25,3,3,2,10,2,2
37,"No","Travel_Frequently",1498,"Research & Development",5,4,"Life Sciences",2339,3,"Male",72,3,2,"Laboratory Technician",3,"Single",4684,20284,2,"Yes",13,3,1,1,6,2,3,3,7,0,8
30,"Yes","Travel_Rarely",488,"Sales",6,4,"Life Sciences",2340,3,"Female",59,3,2,"Research Scientist",4,"Single",5743,12832,2,"No",13,4,4,3,6,3,3,5,1,0,2
53,"No","Travel_Rarely",181,"Research & Development",2,3,"Life Sciences",2341,3,"Female",50,3,1,"Research Scientist",2,"Married",17328,3020,0,"No",22,3,1,1,4,2,3,5,2,1,12
49,"No","Travel_Frequently",426,"Research & Development",1,3,"Medical",2342,2,"Female",55,4,2,"Healthcare Representative",3,"Single",2018,4992,1,"No",18,4,4,0,4,1,3,1,4,0,4
22,"Yes","Non-Travel",218,"Research & Development",2,3,"Medical",2343,2,"Male",98,2,1,"Laboratory Technician",4,"Divorced",5855,2447,3,"No",13,3,3,0,1,2,3,19,4,0,2
27,"No","Travel_Frequently",1225,"Sales",3,3,"Life Sciences",2344,1,"Male",85,2,1,"Laboratory Technician",4,"Married",2936,2122,6,"No",11,3,3,1,2,5,2,2,3,2,2
30,"No","Travel_Rarely",370,"Research & Development",2,4,"Life Sciences",2345,3,"Female",30,3,1,"Healthcare Representative",2,"Single",2741,8989,2,"Yes",12,3,4,0,8,6,3,8,1,7,8
32,"No","Travel_Frequently",148,"Research & Development",5,4,"Technical Degree",2346,4,"Male",85,3,1,"Sales Executive",1,"Divorced",5208,24406,1,"Yes",15,3,3,1,5,5,3,3,13,1,12
45,"No","Travel_Rarely",202,"Research & Development",3,3,"Technical Degree",2347,2,"Male",46,2,2,"Sales Executive",1,"Single",3291,15067,1,"No",14,3,4,3,6,2,3,3,2,0,10
59,"No","Travel_Rarely",289,"Research & Development",7,1,"Medical",2348,4,"Male",82,2,3,"Research Scientist",2,"Married",12965,5626,1,"Yes",13,3,3,1,8,2,3,0,3,7,3
37,"No","Travel_Rarely",167,"Research & Development",9,3,"Marketing",2349,4,"Male",83,3,2,"Research Director",4,"Married",4025,26959,1,"No",22,3,3,1,10,2,3,33,7,2,3
36,"No","Travel_Rarely",638,"Human Resources",2,3,"Life Sciences",2350,4,"Female",83,3,1,"Sales Executive",2,"Divorced",6142,25291,1,"No",11,3,3,1,0,3,1,0,7,0,2
25,"No","Travel_Rarely",852,"Sales",18,2,"Life Sciences",2351,4,"Female",33,1,2,"Research Director",1,"Single",12031,8269,1,"No",14,3,3,0,16,2,3,4,4,1,2
53,"No","Travel_Rarely",465,"Sales",3,1,"Life Sciences",2352,4,"Female",57,3,3,"Sales Executive",3,"Married",2552,5640,1,"Yes",12,3,2,0,32,3,4,5,2,1,8
55,"No","Travel_Rarely",141,"Sales",15,4,"Life Sciences",2353,4,"Male",30,3,1,"Healthcare Representative",4,"Married",10748,20439,0,"No",15,3,4,1,14,2,3,7,3,1,2
36,"No","Travel_Rarely",145,"Research & Development",1,4,"Life Sciences",2354,4,"Male",31,4,1,"Human Resources",4,"Married",2610,14075,2,"No",16,3,2,0,17,2,2,10,7,1,4
49,"No","Travel_Rarely",913,"Sales",1,1,"Life Sciences",2355,2,"Male",69,2,1,"Research Scientist",2,"Divorced",4401,7636,0,"No",25,3,2,0,4,2,3,14,7,0,2
38,"No","Travel_Rarely",464,"Research & Development",6,4,"Life Sciences",2356,3,"Male",34,3,1,"Research Scientist",3,"Single",5033,3840,1,"No",11,3,4,1,28,2,2,7,3,0,2
19,"No","Travel_Rarely",1093,"Sales",22,3,"Life Sciences",2357,1,"Female",56,3,1,"Sales Representative",3,"Married",2837,17251,6,"Yes",11,3,2,1,13,2,1,10,2,2,3
30,"No","Travel_Frequently",195,"Sales",19,4,"Technical Degree",2358,1,"Female",58,2,4,"Sales Executive",2,"Married",5151,2975,5,"No",14,3,1,1,5,3,2,5,3,1,7
24,"No","Travel_Rarely",618,"Sales",12,2,"Technical Degree",2359,2,"Male",72,3,2,"Laboratory Technician",1,"Married",2045,21813,1,"No",14,3,4,1,1,3,3,20,7,11,8
38,"No","Travel_Rarely",277,"Sales",29,4,"Life Sciences",2360,4,"Male",41,3,1,"Sales Representative",1,"Single",6799,24835,0,"No",20,3,3,2,28,4,2,10,2,0,0
34,"No","Travel_Frequently",548,"Research & Development",1,4,"Other",2361,4,"Female",59,3,2,"Research Scientist",1,"Single",5237,21630,3,"Yes",24,3,4,1,10,2,3,7,2,2,9
44,"No","Travel_Rarely",482,"Research & Development",5,3,"Technical Degree",2362,4,"Male",72,3,3,"Sales Executive",3,"Married",2107,23231,3,"No",11,3,2,3,8,3,3,3,2,0,7
32,"No","Travel_Rarely",706,"Sales",28,5,"Life Sciences",2363,3,"Female",64,3,2,"Sales Executive",1,"Married",4227,11354,1,"No",12,4,1,2,9,6,3,1,18,9,0
42,"Yes","Non-Travel",1216,"Human Resources",1,4,"Life Sciences",2364,3,"Male",83,2,1,"Research Scientist",1,"Married",2979,19921,1,"No",14,3,4,0,19,2,3,20,6,0,9
41,"No","Travel_Frequently",722,"Sales",24,3,"Medical",2365,3,"Male",90,3,2,"Sales Executive",4,"Married",2476,5182,2,"Yes",11,3,3,1,8,2,3,4,10,0,6
30,"No","Travel_Rarely",817,"Research & Development",3,2,"Marketing",2366,4,"Female",46,3,2,"Laboratory Technician",3,"Married",5562,22174,4,"No",17,3,2,1,10,2,3,2,1,0,2
26,"No","Travel_Frequently",621,"Sales",23,4,"Medical",2367,2,"Male",44,3,1,"Research Scientist",2,"Married",17779,13335,0,"No",14,3,3,0,10,2,1,2,2,10,9
27,"No","Travel_Rarely",1356,"Research & Development",3,3,"Life Sciences",2368,3,"Female",42,3,5,"Sales Executive",4,"Married",3578,15736,2,"Yes",18,3,2,1,10,3,1,7,1,2,9
59,"Yes","Travel_Rarely",726,"Research & Development",1,4,"Life Sciences",2369,4,"Female",48,4,1,"Research Scientist",4,"Divorced",6644,9396,4,"No",24,3,4,0,5,3,3,2,2,2,2
47,"No","Non-Travel",371,"Sales",20,2,"Medical",2370,2,"Male",63,2,3,"Sales Executive",2,"Divorced",5294,25995,1,"No",11,3,1,0,2,2,2,9,0,0,3
30,"No","Travel_Rarely",305,"Research & Development",29,4,"Life Sciences",2371,1,"Male",46,2,3,"Healthcare Representative",3,"Single",4403,11983,0,"No",20,4,4,0,7,2,3,1,0,0,8
27,"Yes","Travel_Rarely",528,"Research & Development",20,1,"Life Sciences",2372,1,"Male",97,4,4,"Research Scientist",3,"Single",7725,5355,1,"No",23,4,2,0,7,3,3,10,2,0,4
56,"No","Travel_Rarely",905,"Sales",10,4,"Other",2373,4,"Male",44,4,2,"Research Director",4,"Divorced",4477,14115,5,"No",22,3,3,1,11,2,3,9,2,1,2
49,"No","Travel_Rarely",116,"Research & Development",8,3,"Life Sciences",2374,3,"Female",67,3,2,"Sales Executive",2,"Divorced",3420,20898,1,"No",11,3,3,0,10,3,3,2,7,0,3
20,"No","Travel_Rarely",1405,"Research & Development",10,1,"Life Sciences",2375,3,"Male",65,3,3,"Research Scientist",2,"Single",4103,23737,5,"No",15,3,1,1,3,5,2,8,2,2,8
55,"No","Travel_Rarely",261,"Research & Development",8,3,"Human Resources",2376,4,"Female",84,2,2,"Sales Executive",1,"Divorced",2367,5586,7,"No",18,3,2,0,18,4,2,1,1,4,3
31,"Yes","Travel_Rarely",1396,"Research & Development",6,3,"Life Sciences",2377,4,"Male",92,3,3,"Healthcare Representative",4,"Married",2404,23679,1,"No",21,3,3,0,16,0,4,11,2,7,2
27,"No","Travel_Rarely",234,"Research & Development",10,3,"Technical Degree",2378,2,"Male",51,3,5,"Sales Executive",4,"Divorced",5765,24907,3,"Yes",13,3,1,1,4,2,2,11,3,0,0
33,"No","Non-Travel",654,"Research & Development",10,2,"Life Sciences",2379,4,"Female",88,3,2,"Research Scientist",4,"Married",9069,11934,7,"No",12,3,4,1,12,1,3,6,9,2,2
