Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,0,Travel_Frequently,1404,RESEARCH & DEVELOPMENT,2,3,TECHNICAL DEGREE,1,2149,1,Male,63,3,2,LABORATORY TECHNICIAN,1,Married,2791,5041,0,Y,yes,15,4,3,80,0,33,2,3,2,4,2,0
45,YES,rare,632,RESEARCH & DEVELOPMENT,1,2,ls,1,2150,2,Male,40,3,3,HEALTHCARE REPRESENTATIVE,3,single,9980,11038,1,Y,no,11,3,2,80,0,16,4,2,7,0,4,1
31,0,travel_rarely,725,Sales,4,4,MEDICAL,1,2151,2,MALE,48,2,1,manufacture director,2,Married,4490,24008,1,Y,no,12,3,3,80,1,32,4,3,9,2,0,4
37,1,TRAVEL_RARELY,1372,Sale,1,2,Medical,1,2152,4,m,68,3,1,HEALTHCARE REPRESENTATIVE,2,Married,6500,17181,1,Y,No,18,4,4,80,1,13,2,3,20,0,1,9
29,NO,rare,1404,human resources,2,4,MED,1,2153,3,M,61,3,2_,manager,2,MARRIED,7725,16900,0,Y,No,15_,3,3,80,0,1,3,3,9,7_,2,3
18,Yes,TRAVEL_RARELY,153,r&d,12,3,life sciences,1,2154,4,M,84,3,1,Healthcare Rep,1,Married,16835,24450,7,Y,No,18,3,3,80,1,11,3,3,26,2,0,0
35,0,rare,1312,R&D,23,4,other,1,2155,4,m,52,3,2,Healthcare Rep,2,MARRIED,5258,14935,4,Y,no,12,3,1,80,1,29_,3,3,0,3,0,6
37,no,rare,1199,research & development,9,3,MEDICAL,1,2156,4,Female,30,3,2,research director,2,MARRIED,9250,6889,3,Y,NO,14,3,3,80,1,1,3,3,3,3,9,3
24,0,TRAVEL_RARELY,185,R&D,6,2,OTHER,1,2157,1,M,78,3,1,RESEARCH SCIENTIST,4,Married,19328,15276,9,Y,no,13,3,3,80,0,9,2,3,1,2,0,9
47,no,rare,625,Sales,10,2,Medical,1,2158,1,F,44,2,5,sales executive,3,MARRIED,3420,17808,4,Y,NO,12,3,1,80,1,9,3,3,4,2,3,2
33,0,travel_frequently,287,RESEARCH & DEVELOPMENT,19,2,LS,1,2159,2,M,43,3,3,Research scientist,3,Married,2811,19737,1,Y,yes,13,3,3,80,0,8,4,4,7,2,0,2
59,0,Travel_Rarely,799,RESEARCH & DEVELOPMENT,4,4,Other,1,2160,3,Female,88_,3,1,SALES EXECUTIVE,3,SINGLE,3452,25927,1,Y,yes,20,3,4,80,1,8?,2,2,5,17,1,2
29,Yes,rare,1162,research & development,2,4,technical degree,1,2161,3,M,55,2,2,Research scientist,3,Divorced,6500,25800,1,Y,0,22,3,4,80,2,28,3,3,6,3,5,2
29,0,rare,895,RESEARCH & DEVELOPMENT,12,4,life sciences,1,2162,1,FEMALE,34,2,2,Sales Executive,4,divorced,10048,12368,0,Y,yes,23,3_,4,80,0,18,0,3,6,2,0,0
28,0,TRAVEL_RARELY,1141,Sales,3,3,HR,1,2163,4,FEMALE,61,2,1,RESEARCH SCIENTIST,3,Divorced,2029,9260,1,Y,0,18,3,1,80,1,19,2,2,8,9,1,3
24,no,Travel_Rarely,1319,Sales,1,4,td,1,2164,1,FEMALE,75,2,1,healthcare representative,4,divorced,1129,21196,6,Y,No,22,3,4,80,0,19,0,3,2,7,3,4
23,Yes,rare,288,RESEARCH & DEVELOPMENT,25,1,other,1,2165,1,FEMALE,79,1,2,Lab Technician,2,Married,2342,20467,1,Y,0,20,3,2,80,1,7,3,3,10,2,0,0
35,No,rare,602,R&D,2,4,ls,1,2166,2,m,65,3,2,Research Director,4,SINGLE,2932,5220,5,Y,No,13,3,4,80,1,6,4,3,20,2,1,10
43,no,Travel_Rarely,685,sales,1,3,MKT,1,2167,4,m,60,3,2,Manager,3,married,13695,18092,3,Y,1,17,3,2,80,1_,22,3,2,2,3,2,14
33,No,travel_rarely,703,HUMAN RESOURCES,7,1,mkt,1,2168,3,m,94,3,1,research scientist,3,Single,2064,18697,1?,Y,NO,14,3,4,80,3,24,3,3,23,2,2,4
35,NO,travel_rarely,735,RESEARCH & DEVELOPMENT,4,5,td,1,2169,1,F,60,2,1,Research Scientist,4,Married,9396,16530,7,Y,1,25,3,4,80,1,9,5,3,9,2,4,8
33,0,frequent,621,R&D,5,3,LIFE SCIENCES,1,2170,3,FEMALE,99,4,1,HEALTHCARE REPRESENTATIVE,1,married,4869,5100,0,Y,no,18,3,3,80,1,27,0,2,2,3,2,2
31,YES,Travel_Frequently,441,Sales,7,3,MED,1,2171,3,MALE,45,3,1,lab technician,1,MARRIED,19973,13248,0,Y,1,11,3,4,80,1,10,2,3,1,4,0,3
32,yes,travel_frequently,448,RESEARCH & DEVELOPMENT,1,1,marketing,1,2172,3,m,54,4,1,Research scientist,4,SINGLE,5063,13970,1,Y,0,19,3,1,80,0,9,2,2,10,4,1,7
42,No,Travel_Rarely,879,RESEARCH & DEVELOPMENT,2,3,Life Sciences,1,2173,3,Male,92,3,3,Research Scientist,2,single,5605,3119,1,Y,YES,17,4,3,80,0,8,2,2,10,3,0,0
44,NO,frequent,1218,sales,15,4,life sciences,1,2174,2,Female,99,3,2,sales representative,3,married,4978,3449,1,Y,0,14,3,1,80,0,10,5,3,5,5,6,4
21,no,rare,359,Sales,7,2,TD,1,2175,1,Female,60,3,5,laboratory technician,3,Divorced,4736,19299?,0,Y,1,12,3,3,80,0,4,2,2,13,7,1,2
34,no,Travel_Rarely,200,RESEARCH & DEVELOPMENT,5?,4,LS,1,2176,4,MALE,39,2,1,Sales Representative,1,MARRIED,6893,12828,0,Y,0,13,4,1,80,1,10,2,3,2,2,15,2
33,no,Travel_Frequently,243,Sale,1,3,MEDICAL,1,2177,4,m,99,3,1,Research Scientist,2,single,3681,5151,6,Y,NO,11,3,4,80,1,8,2,3,1,2,0,1
41,0,nil,1318,sales,24,2,Medical,1,2178,1,F,70,2,1,RESEARCH SCIENTIST,4,MARRIED,17123,20293,4,Y,No,19,3,4,80,0,7,2,3,10,7,1,5
24,NO,frequent,474,R&D,2,1,MEDICAL,1,2179,3,Female,97,3,2,manufacture director,3,Single,8380,13535,1,Y,yes,12,4,3,80,1,2,1,4?,1_,11,2,2
32,No,Travel_Rarely,469,research & development,3,3,ls,1,2180,2,MALE,97,2,3,human resources,2,Married,5869,9256,4,Y,yes,21,4,4,80,0,6,1,3,9,2,0,0
29,0,travel_rarely,1107,sale,12,3,life sciences,1,2181,2,M,91,2,2,sales executive,2,MARRIED,6120,12288,6,Y,Yes,19,3,3,80,1,5,3,2,10_,9,1,7
51,no,frequent,602,RESEARCH & DEVELOPMENT,1,4,other,1,2182,4,f,55,3,5,sales exe,3,Divorced,2089,7621,6,Y,0,12,3,1,80,2,14,2,3,4,2,0,2
37,No,Travel_Frequently,317,sales,2,3,ls,1,2183,4,M,57,3,1,Healthcare Representative,4,Married,4001,4244,2,Y,yes,11,3,2?,80,1,10,2,2,7,7,0,10
48,yes,TRAVEL_RARELY,147,SALES,1,2,LIFE SCIENCES,1,2184,4,Male,96,3,2,sales exe,3,Single,4821,14168,0,Y,NO,15,3,3,80,0,8,2,3,18,7,0,10
51,NO,Travel_Rarely,918,R&D,2,2,Medical,1,2185,4,Female,36,2,1,RESEARCH DIRECTOR,2,married,13503,6645,4,Y,No,14,3,4,80,1,1,3,2,3,13?,4,0
38,Yes,frequent,645,Sales,9,3,MED,1,2186,2,MALE,96,3,2,sales executive,2,married,4834,9260,3,Y,1,18,3,3,80,1,33,3,3,2,3,0,8
26,0,NON-TRAVEL,1299,sale,17,4,LIFE SCIENCES,1,2187,3,MALE,72,4,1,manufacturing director,2,married,3407,16374,2,Y,0,13,3,3,80,0,9,2,2,8,9,0,7
48,NO,TRAVEL_FREQUENTLY,530,Research & Development,16,4,med,1,2188,4,Male,63,3,2,lab technician,4,married,10445,12695,2,Y,YES,18,3,1,80,2,16,3,3,1,7,8,1
39,no,travel_rarely,983,R&D,9,4,medical,1,2189,2,MALE,97,4,1?,HR,1,Married,2741,11864,3,Y,0,11,3,3,80,1,21,3,2,17,3,2,7
29,no,travel_rarely,511,research & development,9,2,Technical Degree,1,2190,2,Male,31,2,3,Laboratory Technician,4,Divorced,6582,3157,3,Y,NO,13,3,2,80,0,8,6,3,1,11,4,9
35,No,rare,217,RESEARCH & DEVELOPMENT,14,4,MEDICAL,1,2191,3,Female,78,3,2,Manufacture Director,4,married,2285,17360,1,Y,NO,14,3,2_,80,2,16,2,3,8,3,0,2
45,No,NON-TRAVEL,1291,Research & Development,7,4,MED,1,2192,2,Male,96,2,2,RESEARCH SCIENTIST,3,married,4723,24162,3,Y,yes,12,3,3,80,0,9,3,3,26,2,0,4
33,No,rare,971,hr,18,4,OTHER,1,2193,1,F,86,3,1,Research Scientist,2,Single,9699,26933,7,Y,NO,20,3,1,80,0,1,3,2,3,7,1,0
43,no,travel_rarely,718,SALES,14,2,life sciences,1,2194,1,MALE,55,3,5,Healthcare Representative,4,MARRIED,3149,21829,1_,Y,0,18,3,3,80,0,10,3,3,7?,2,0,6
30,No,Travel_Frequently,766,RESEARCH & DEVELOPMENT,27,3,TD,1,2195,3,F,98,3,2,lab technician,4,Divorced,3500,10425,1,Y,Yes,13,3,4,80,1,15,2,4,22,1,0,8
44,0,rare,307,Sale,2,1,Life Sciences,1,2196,3,FEMALE,75,2,3,Laboratory Technician,3,Married,2728,25800,3,Y,No,12,3,3,80,1,28,4,2,3,3,1?,4
41,NO,travel_rarely,894,Sales,25,3,ls,1,2197,3,M,72,3,2,sales exe,4,Married,9667,10138,5,Y,YES,12,3,4,80,3,4,3,3,5,0,2,7
30,Yes,nil,986,RESEARCH & DEVELOPMENT,3,2,life sciences,1,2198,1,F,49,3,2,research scientist,1,DIVORCED,6142,11563,2,Y,0,14,3,4,80,1,6,0,3,5,4,0,8
32,0,Travel_Rarely,1336,Research & Development,1,2,ls,1,2199,4,f,60,3,2,Healthcare Representative,3,DIVORCED,16792,23978,0,Y,YES,11,3,2,80,0,20,2,3,6,0,1,2
43,Yes,non-travel,1181,r&d,8,3,LIFE SCIENCES,1,2200,4,MALE,100,3,3,sales exe,3,married,16422,5411,9,Y,Yes,14,3,4,80,0,4,1,3,9,2,0,2
56,0,rare,1309,research & development,20,5?,ls,1,2201,2,M,42,3,1,lab technician,4,divorced,4768,22949,0,Y,0,20,4,1,80,2,16,2,3,2,2,0,2
40,NO,Travel_Frequently,552,research & development,1,4,Medical,1,2202,4,m,87,2,2,SALES EXECUTIVE,1,Single,4821,5549,0,Y,No,17,3,3,80,1,7,1,3,5,7,1,10
42_,no,rare,154,R&D,10,4,MEDICAL,1,2203,4,FEMALE,78,2,4,MANAGER,1,DIVORCED,4869,24483,2,Y,YES,18,3,2,80,0,10,0,3,10,2,5,7
41,no,travel_rarely,1271,RESEARCH & DEVELOPMENT,20,2,MED,1,2204,3,f,42,3,1,manufacture director,1,Married,8943,19609,7,Y,NO,12,3,2?,80,0,9,2,2,5,11,2,12
33,NO,rare,1296,RESEARCH & DEVELOPMENT,2,4,MEDICAL,1,2205,1,Male,76,3,1,research scientist,2,MARRIED,4649,5340,1,Y,No,16,3,4,80,1,10,2_,4,3,1,4,7
31,NO,frequent,809,Research & Development,10,3,MARKETING,1,2206,3,FEMALE,56,3,2,sales exe,2,DIVORCED,3452,20420,1,Y,0,13,3,2,80,1,6,3,4,3,7,1,2
27,NO,travel_rarely,471,R&D,18,3,LS,1,2207,4?,Female,50,3,2,lab technician,1,Married,6214,15747,1,Y,no,24,3,1,80,0,23,0,4,8,7,2,7
36,0,rare,1136,sale,11,2,TECHNICAL DEGREE,1,2208,1,Male,90,3,1,lab technician,3,Married,7406,22061,3,Y,0,16,3,1,80,1,15,3,3,20,7,0,7
39,no,Non-Travel,555,sales,9_,4,MARKETING,1,2209,1,F,34,3,3,sales executive,1,single,13120,16885,1,Y,0,17,3,1,80,2,25,3,4,4,7,0,0
28,1,NON-TRAVEL,602,research & development,13,2,MED,1,2210,2_,M,32,3,2,SALES EXECUTIVE,4,married,5828,19305,4,Y,NO,14,3,4,80,0,9,4,3,14,9,0,2
51,NO,travel_rarely,218,RESEARCH & DEVELOPMENT,4,2,MED,1,2211,1,F,74,4_,3,sales executive,1,married,2145,12388,3,Y,0,17,3,1,80,0,11,6,3,10,7,2,7
29,yes,NON-TRAVEL,928,Research & Development,23,1,MARKETING,1,2212,4,Male,52,3,3,research scientist,4,MARRIED,2904,19305,1,Y,0,13,3,2,80,0,16,2,2,16,4?,7,11
36,yes,Travel_Rarely,1225,RESEARCH & DEVELOPMENT,3,1,LIFE SCIENCES,1,2213,1,Male,64,3,2,Manager,4,Married,4553,21447,1,Y,no,17,3,3,80,1,5,3,4,6,0,1,7
57,yes,rare,682,R&D,23,4,TECHNICAL DEGREE,1,2214,1,FEMALE,70,3,1,Sales Rep,3_,married,2836,11652,7,Y,NO,13,3,4,80,1,4,2,3,5,2,1,0
50,No,rare,1441,SALES,8,2,MKT,1,2215,4,f,45,3,1,Healthcare Representative,3,DIVORCED,3692,23793,0,Y,yes,19,3,3,80,2,10,6,3,5,11,1,2
58,no,TRAVEL_RARELY,1176,R&D,2,4,LS,1,2216,4,f,78,3,2,research scientist,3,married,2373,13022,1,Y,NO,11,3,2,80,1,4,2,3,20,3,2,10
60,NO,Travel_Rarely,369,sales,5,3,medical,1,2217,3,m,85,3,2,RESEARCH SCIENTIST,1,DIVORCED,4721,26496,1,Y,Yes,17,4,1,80,0,10,2,2,1,10,0,3
35,no,rare,468,research & development,2,3,Marketing,1,2218,3,Male,94,1,1,Healthcare Representative,4,married,4194,5747,9,Y,No,15,3,1,80,0,9,6,3,2,2,0,9
42,NO,Travel_Rarely,1479,R&D,29,4,medical,1,2219,2,f,96,2,1,Lab Technician,2,DIVORCED,7779,15182,0,Y,No,12,3,3,80,1,7?,2,3,1,0,3,1
30,1,travel_rarely,482,Sale,28,4,Medical,1,2220,1,MALE,75,3,2,research scientist,4,Single,4771,19100,1,Y,0,13,3,3,80,0,19,2,2,5,0,5,7
29,YES,Travel_Rarely,541,Research & Development,28,3,life sciences,1,2221,3,F,61,2,1,MANAGER,1,MARRIED,2610,17071_,1,Y,0,14,4,4,80,0,7,2,3,15,7,1,1
27?,0,rare,1321,Sale,1,1,medical,1,2222,3,Male,90,3,1,Sales Executive,3,Married,5487,17519,2,Y,0,22,3,1,80,0,1,3,3,13,3,4,0
18,No,rare,648,r&d,1,2,MED,1,2223,4,F,76,3,2,Research Scientist,2,DIVORCED,5329,5220,1,Y,0,16,3,4,80,1,6,3,2,3,0,1?,7_
49,Yes,Travel_Rarely,1395,Sales,1,2,med,1,2224,3,MALE,77,3,2,MANUFACTURING DIRECTOR,2,married,6261,13982,4,Y,No,14,3,1,80,1,10,2,2,7,2,0,7
38,no,travel_rarely,644,Research & Development,4,4,MED,1,2225,2,f,87,3,2,Sales Exe,3,Married,5208,5323,9,Y,YES,13,4,1,80,0,1,5,3,5,7,7,4
42,NO,Travel_Frequently,152,R&D,10,3,MED,1,2226,4,MALE,66,4,2,research director,3,Single,3140,4956,1,Y,yes,12,3,2,80,1,4,2,4,20,3,0,11
45,No,rare,1179,RESEARCH & DEVELOPMENT,6,2,Life Sciences,1,2227,4,FEMALE,65,3,1,Sales Rep,3,Single,10845,13939,3,Y,NO,12,3,2,80,1,9,3,3,3,0,13,15
35,NO,rare,495,Sales,7,3,TD,1,2228,1,M,73,1,2,Lab Technician,4,married,10648,6069,6,Y,no,12,3,2,80,2,10,2,3,7,1,0,3
29,0,rare,1053,Human Resources,11,1,MKT,1,2229,4,f,30,3,2,SALES EXECUTIVE,1,SINGLE,4534,3449,7,Y,NO,17,3,1_,80,1,4,2,3,1,3,0,2
52,NO,Travel_Rarely,1052,Sales,6,5,MEDICAL,1,2230,3,f,76,3,2,Human Resources,2,Single,2180,8232,0,Y,1,11,3_,2,80,3,12,1,3,22,7,1,2
45,no,rare,319,Research & Development,1,4_,ls,1,2231,3,m,52,3,1,research scientist,3,married,14411,6975,1,Y,yes,21,3,2,80,0,9,2,2,5,3,0,0
41,NO,rare,335,Sale,9,3,medical,1,2232,3,m,70,2,5,MANUFACTURING DIRECTOR,1,SINGLE,19197,11934,0,Y,0,13,3,2,80,0,9,2,3,6,2,11,2
33,no,Travel_Rarely,300,Research & Development,14,3,Medical,1,2233,1,MALE,98,2,5,research scientist,2,MARRIED,16856,22455,1,Y,NO,14,3,3,80,0,9,2,3,21,2,0,0
33,no,travel_rarely,200,Research & Development,5,4,life sciences,1,2234,4,MALE,54,3,2,sales exe,3,Divorced,7260,24941,1,Y,no,12,3,3,80,0,5,5,1,21,9,0,0
34,NO,nil,163,r&d,20,1,HR,1,2235,4,m,30,4,4,sales exe,3,Single,17048,14961,1,Y,yes,15,4,3,80,1,25,2,2,12,4,0,8
53,No,rare,1457,r&d,2,1,Medical,1,2236,4,M,43,2,1,Research scientist,3,Divorced,16015,14961,0,Y,NO,13,3,3,80,1,8,2,4?,10,7,0,2
37,NO,TRAVEL_RARELY,869,R&D,1,3,LIFE SCIENCES,1,2237,2,m,65,3,4,Sales Exe,2,Married,2218,12291,4,Y,0,19,3,1,80,1,18,4,3,3,0,0,2
30,no,nil,1283,Human Resources,2,3,life sciences,1,2238,4,f,48,3,3,RESEARCH SCIENTIST,2,SINGLE,4385,5099,6,Y,NO,11_,3,4,80,0,2,2,3,2,0,2,0
45,0,Travel_Rarely,1479,r&d,7,3,LS,1,2239,4,f,50,1,2,sales representative,4,Divorced,1514,18079,7,Y,no,18,3,1,80,0,6,2,4,10,2,0,6
32,NO,TRAVEL_FREQUENTLY,217,research & development,2,1?,Life Sciences,1,2240,4,f,85,3,2,Research scientist,4,single,9094,10261,1,Y,0,12,4,3,80,1,13,2,2,5,9,1,10
28,no,Non-Travel,928,RESEARCH & DEVELOPMENT,14,4,life sciences,1,2241,3,f,44,3,3,Laboratory Technician,2,MARRIED,8938,3427,3,Y,YES,24,3,1,80,1,20,3,3,3,2,1,2
34,NO,travel_frequently,342,R&D,7,4,MED,1,2242,2,m,78,3,3,research scientist,2,married,2373,25150,1,Y,NO,17,3,2_,80,1,10,2,3,13,0,0,6
32,No,rare,1147,research & development,2,1,MED,1,2243,4,m,65?,3,1,Sales Representative,4,married,9613,26841,2,Y,No,12,3,2,80,1,6,2,2,5,3,12,3
32,No,TRAVEL_FREQUENTLY,116,SALES,1,3,Life Sciences,1,2244,3,M,52,3,4,research scientist,4,single,2293,26427,0,Y,NO,18,4,4,80,0,25,2,4,2,7,12,2
29,No,frequent,1092,research & development,2,4,life sciences,1,2245,4,MALE,39,3,3,SALES EXECUTIVE,4,married,2977,16143,1,Y,no,17,3,4,80,0,10,3,3,7,0,0,2
36,YES,rare,971,RESEARCH & DEVELOPMENT,7,1,Marketing,1,2246,4,m,98,3_,1,sales exe,2,married,5715,18079,1,Y,YES,11,3,1,80,1,10,1,3,19,8,11,6
36,No,TRAVEL_RARELY,871,r&d,19,2,LIFE SCIENCES,1,2247,1,Male,78,3,1,research scientist,4,MARRIED,6142,14363,1,Y,yes,22,3,4,80,2,2,5,2,2,7,1,7
38,yes,travel_rarely,638,R&D,29,1,ls,1,2248,4,f,74,4,1,Sales Executive,3,MARRIED,5770,15919,0,Y,0,13,3,1,80,3,22,2,3,1,6,1,0
35,1,non-travel,1368,sale,16,4,medical,1,2249,2,M,46,2_,1,Sales Rep,4,Single,5163,6179,0,Y,No,14,3,3,80,1,23,3,3,13,2,0,4
50,No,Travel_Rarely,1271,research & development,1,3,technical degree,1,2250,3,F,38,2,2,Sales Exe,3,married,5381,21923,1,Y,NO,16,3,2,80,1,10,2,2,6,1,12,2
26,yes,rare,373,Research & Development,8_,3,medical,1,2251,2,MALE,98,4,1,manufacturing director,4,married,4400,26703,0,Y,0,14,3,3,80,2,17,3,2,5,2,1,7
55,0,rare,930,Research & Development,7,4,Life Sciences,1,2252,3,M,96,3,1?,sales rep,3,Married,18200,4605,3,Y,NO,15,3,3,80,0,24,3,3,4,2,6,4
31,NO,Travel_Rarely,1001,Sales,1,4,LIFE SCIENCES,1,2253,3,MALE,66,2,2,HEALTHCARE REPRESENTATIVE,2,MARRIED,3230,24152,1,Y,YES,14,3,4,80,0,20,2,3,10,7,4,9
33,YES,travel_rarely,371,sales,7,2,ls,1,2254,2,Female,95,2,1,Manager,2,divorced,6673,12858,4,Y,0,16,3_,2,80,1,7,3,3,1,3,9,7
19_,0,rare,692,RESEARCH & DEVELOPMENT,8,1,Human Resources,1,2255,4,F,96,2,3,research scientist,3,Single,2837,5615,1,Y,NO,19,4,3,80,1,30,2,4,1,7,0,6
29,No,TRAVEL_FREQUENTLY,469,Sale,26,4,Life Sciences,1,2256,4,MALE,51,3,2,Research Scientist,3,single,3919,7975,3,Y,No,19,4,4,80,1,6,2,4,10,1,3,2
35,no,travel_frequently,1179,R&D,21,3,LS,1,2257,3,Male,78,2,1,Sales Exe,3,MARRIED,6513,9396,0,Y,YES,13,3,1,80,1,10,3,2,2,7,1,0
45,No,TRAVEL_RARELY,495,RESEARCH & DEVELOPMENT,18,1,OTHER,1,2258,3,f,42,3,1,LABORATORY TECHNICIAN,3,Divorced,5380,18235,1,Y,yes,23_,3,2,80,1,9,3,1,2?,0,1,6
55,no,TRAVEL_FREQUENTLY,688,sale,6,2,life sciences,1,2259,4,f,85,3,5,Sales Representative,3,MARRIED,9985,11912,0,Y,no,12,3,2,80,1,27,5,3,4,9,0,3
35,No,TRAVEL_RARELY,309,R&D,1,1,med,1,2260,4,MALE,38,3,3,Laboratory Technician,4,Divorced,4477,6069,2,Y,NO,12,3,2,80,0,15,2,3,10,7,0,8
34,no,TRAVEL_RARELY,342,R&D,2,2,marketing,1,2261,2,f,56,3,2,research director,1,SINGLE,2109,6393,0,Y,yes,12,3,3,80,0,1,2,2,2,0,1,8
36,no,rare,937,sale,1,4,Life Sciences,1,2262,3,f,86,2,3,sales executive,1,DIVORCED,3833,11179,1,Y,0,16,3,2,80,1,3,2,3,9,7,0,17
42,no,NON-TRAVEL,240,RESEARCH & DEVELOPMENT,29_,4,medical,1,2263,2,Female,94,3,1,Sales Exe,4,Married,19237,5594,3,Y,0,15,3,2,80,0,10,3,2,3,10,1,3
28,No,rare,117,sale,1,4,MED,1,2264,2,Male,62,3,1,MANAGER,1,SINGLE,10248,8952,1,Y,1,22,3,1,80,1,1,2,3,10,1,1,1
23,no,TRAVEL_RARELY,311,Sale,2,4,Other,1,2265,1,M,85,3,1,lab technician,4,divorced,5204,21082,1,Y,0,12,3,3,80,0,7,3?,3,15,6,1,3
35,NO,rare,647,RESEARCH & DEVELOPMENT,4,3,Medical,1,2266,2,F,33,3,2,Research Scientist,4,married,5337,5747,0,Y,0,24,3,2,80,0,7,2,2,7,7,1,4
55,NO,rare,574,sales,1,3,MARKETING,1,2267,4,Female,98,2,3,RESEARCH SCIENTIST,1,Married,4741,5549,1,Y,No,24,3,1,80,0,36,3,3,5,4,0,0
25,No,Travel_Rarely,1362,Research & Development,19,1,Life Sciences,1,2268,1,MALE,42,3,2,sales exe,2,Married,8633,19562,7,Y,no,12,3,3,80,0,10,1,3,3,5,7,7
38,No,TRAVEL_RARELY,1199,RESEARCH & DEVELOPMENT,3,4,ls,1,2269,1,Male,92,3,1,healthcare representative,4,Married,7756,24447,1,Y,NO,11?,3,3,80,1,12,2,3,14,8?,11,1
34,no,rare,511,RESEARCH & DEVELOPMENT,1,2,mkt,1,2270,4,Male,42,4,2,research scientist,4,MARRIED,4877,13493,2,Y,NO,13,4,1,80,2,32,2,2,7,3,0,3
45,no,Travel_Rarely,868,Research & Development,2,4,TD,1,2271,4,Male,36,3,4,research scientist,3,Divorced,5257,6881,7,Y,1,25,3,4,80,0,17,2,2,14,4,0,5
35,no,NON-TRAVEL,1329,sale,23,4,MEDICAL,1,2272,3,M,54,3,2,sales executive,3,DIVORCED,10231,22656,1,Y,no,11,4,3,80,0,5,2,3,8,8,5,8
26,no,rare,199,sales,29,2,life sciences,1,2273,3,m,57,3,5,MANUFACTURING DIRECTOR,4,single,2307,21437,6,Y,1,23_,3,3,80,0,23,2,2,8,7,6,8
32,0,rare,1377,Research & Development,3,4,Life Sciences,1,2274,2,Male,84,4,3,laboratory technician,1,MARRIED,3407,9192,1,Y,yes,15,3,4,80,0,8,4,2,12,3,0,2
33,No,travel_rarely,866,Sales,2,4,Other,1,2275,4?,m,69,2,5,Research Director,4,married,5070,4821,9,Y,No,22,3,4,80,0,7,1,3,2,9,7,7
43,NO,TRAVEL_FREQUENTLY,391,R&D,7,4,Technical Degree,1,2276,4,f,84,3,2,manager,1,SINGLE,3929,16376,1,Y,No,12,3,4,80,0,8,2,3,3,7,5,2
50,Yes,TRAVEL_FREQUENTLY,509,sale,9,3,LS,1,2277,2,F,41,2,1,MANAGER,1,SINGLE,6804,26062,9,Y,yes,13,3,3,80,0,15,5,4,1,4,0,0
19_,no,TRAVEL_RARELY,1102,R&D,1,3,life sciences,1,2278,1,f,36,3,3,human resources,1,Single,6029,23844,6,Y,0,21,3,3,80,1,16,3,3,4,11,1,7
31,no,travel_frequently,928,Research & Development,7,4,MED,1,2279,3,M,32,3,2,Research Scientist,4,Married,5914,14590,1,Y,1,16,4,3?,80,1,3,3,3,10,3,0,2
41,NO,Travel_Rarely,350,sales,5,3,LS,1,2280,2,Male,57,2,3,RESEARCH SCIENTIST,4?,Married,4771,20689,5,Y,yes,15,3,4,80,2,15,2,3,12,8,0,12
41,No,rare,489,sale,4,2,Life Sciences,1,2281,2,FEMALE,36,2,2_,HUMAN RESOURCES,2,DIVORCED,2323,24117,0,Y,YES,13,3,4,80,2,10,3?,3,3,0,1,2
35,NO,TRAVEL_RARELY,232,research & development,18,4,LS,1,2282,4,MALE,40,3,5,laboratory technician,3,Single,2058,24450,1,Y,Yes,14,4,2,80,2,9,1,3,9,9,1,0
28,0,TRAVEL_RARELY,1336,sale,1,3,LS,1,2283,3,Male,86,3,1,LABORATORY TECHNICIAN,2,Married,4787,6039,7,Y,yes,18,3,3,80,0,10,3,4,16,8,1,7
53,NO,travel_rarely,950,research & development,10,3,life sciences,1,2284,1,FEMALE,33?,3,2,Research Scientist,3,single,2933,3335,8,Y,No,12,4,4,80,1,6,3,3,3,4,5,4
30,No,TRAVEL_FREQUENTLY,929,hr,8,4,Life Sciences,1,2285,3,M,64,2,1,Sales Exe,4,married,4306,8489,8,Y,YES,12,4,1,80,1,5,2,3,6,7,1,7
35,NO,Travel_Rarely,840,Sales,9,3,medical,1,2286,3,Female,98,3,1,lab technician,2,SINGLE,3057,10333,0,Y,0,12,3,2,80,1,21,2,2,9,0,0,3
21,no,travel_rarely,1126,RESEARCH & DEVELOPMENT,7,2,LS,1,2287,4,F,69,3,1,Sales Exe,3,Single,5406,15986,1,Y,0,15_,3,3,80,0,2,2,3,5,0,0,1
35,0,TRAVEL_FREQUENTLY,147,RESEARCH & DEVELOPMENT,20,3,Other,1,2288,3,MALE,98,3,2,Manufacturing Director,1,single,4898,23428,1,Y,0,22,3,4,80,0,19,2,3,8,1,1,0
46,0,non-travel,561,r&d,12,3,MEDICAL,1,2289,4,f,73,2,4,MANAGER,3,Married,10482,6319,0,Y,no,18,3,1,80,1,7,2,3,1,0,1,0
